id,title,genre,valence,energy,danceability,acousticness,tempo
50,The Usual Suspects,Crime|Mystery|Thriller,0.3,0.6666666666666666,0.3666666666666667,0.23333333333333336,0.5333333333333333
52,Mighty Aphrodite,Comedy|Drama|Romance,0.7000000000000001,0.5,0.5666666666666668,0.5,0.4333333333333333
53,Lamerica,Adventure|Drama,0.6000000000000001,0.6000000000000001,0.4,0.39999999999999997,0.5
54,The Big Green,Children|Comedy,0.9,0.6499999999999999,0.8,0.25,0.6
55,Georgia Rule,Drama,0.4,0.4,0.3,0.7,0.3
56,Kids of the Round Table,Adventure|Children|Fantasy,0.8000000000000002,0.6666666666666666,0.5666666666666668,0.2333333333333333,0.6
57,Home for the Holidays,Drama,0.4,0.4,0.3,0.7,0.3
58,Il postino,Comedy|Drama|Romance,0.7000000000000001,0.5,0.5666666666666668,0.5,0.4333333333333333
59,Le confessionnal,Drama|Mystery,0.35,0.45,0.3,0.55,0.35
60,The Indian in the Cupboard,Adventure|Children|Fantasy,0.8000000000000002,0.6666666666666666,0.5666666666666668,0.2333333333333333,0.6
61,Eye for an Eye,Drama|Thriller,0.35,0.6000000000000001,0.35,0.39999999999999997,0.5
62,Mr. Holland's Opus,Drama,0.4,0.4,0.3,0.7,0.3
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy|Crime,0.6,0.7,0.6000000000000001,0.2,0.55
64,Two If by Sea,Comedy|Romance,0.8500000000000001,0.55,0.7,0.4,0.5
65,Bio-Dome,Comedy,0.9,0.7,0.8,0.2,0.6
66,Lawnmower Man 2: Beyond Cyberspace,Action|Sci-Fi|Thriller,0.5333333333333333,0.8000000000000002,0.43333333333333335,0.03333333333333333,0.7333333333333334
67,Two Bits,Drama,0.4,0.4,0.3,0.7,0.3
68,Gazon maudit,Comedy|Romance,0.8500000000000001,0.55,0.7,0.4,0.5
69,Friday,Comedy,0.9,0.7,0.8,0.2,0.6
70,From Dusk Till Dawn,Action|Comedy|Horror|Thriller,0.525,0.825,0.4750000000000001,0.1,0.7
71,Fair Game,Action,0.7,0.9,0.4,0.0,0.9
72,Kicking & Screaming,Comedy|Drama,0.65,0.55,0.55,0.44999999999999996,0.44999999999999996
73,Les misérables,Drama|War,0.30000000000000004,0.6000000000000001,0.25,0.39999999999999997,0.5
74,Bed of Roses,Drama|Romance,0.6000000000000001,0.4,0.44999999999999996,0.6499999999999999,0.35
75,Big Bully,Comedy|Drama,0.65,0.55,0.55,0.44999999999999996,0.44999999999999996
76,Screamers,Action|Sci-Fi|Thriller,0.5333333333333333,0.8000000000000002,0.43333333333333335,0.03333333333333333,0.7333333333333334
77,Nico Icon,Documentary,0.5,0.3,0.2,0.8,0.3
78,The Crossing Guard,Drama,0.4,0.4,0.3,0.7,0.3
79,The Juror,Drama|Thriller,0.35,0.6000000000000001,0.35,0.39999999999999997,0.5
80,Badkonake sefid,Children|Drama,0.65,0.5,0.55,0.5,0.44999999999999996
81,Things to Do in Denver When You're Dead,Crime|Drama|Romance,0.5,0.5,0.4333333333333333,0.5,0.4000000000000001
82,Antonia,Comedy|Drama,0.65,0.55,0.55,0.44999999999999996,0.44999999999999996
83,Once Upon a Time... When We Were Colored,Drama,0.4,0.4,0.3,0.7,0.3
84,Last Summer in the Hamptons,Comedy|Drama,0.65,0.55,0.55,0.44999999999999996,0.44999999999999996
85,Angels and Insects,Drama|Romance,0.6000000000000001,0.4,0.44999999999999996,0.6499999999999999,0.35
86,White Squall,Adventure|Drama,0.6000000000000001,0.6000000000000001,0.4,0.39999999999999997,0.5
87,Dunston Checks In,Children|Comedy,0.9,0.6499999999999999,0.8,0.25,0.6
88,Black Sheep,Comedy,0.9,0.7,0.8,0.2,0.6
89,Nick of Time,Action|Thriller,0.5,0.8500000000000001,0.4,0.05,0.8
90,The Journey of August King,Drama,0.4,0.4,0.3,0.7,0.3
92,Mary Reilly,Drama|Horror|Thriller,0.30000000000000004,0.7000000000000001,0.3333333333333333,0.3,0.5333333333333333
93,Vampire in Brooklyn,Comedy|Romance,0.8500000000000001,0.55,0.7,0.4,0.5
94,Beautiful Girls,Comedy|Drama|Romance,0.7000000000000001,0.5,0.5666666666666668,0.5,0.4333333333333333
95,Broken Arrow,Action|Adventure|Thriller,0.6,0.8333333333333334,0.43333333333333335,0.06666666666666667,0.7666666666666666
96,In the Bleak Midwinter,Comedy|Drama,0.65,0.55,0.55,0.44999999999999996,0.44999999999999996
97,La haine,Drama,0.4,0.4,0.3,0.7,0.3
98,Going Shopping,Action|Thriller,0.5,0.8500000000000001,0.4,0.05,0.8
99,Heidi Fleiss: Hollywood Madam,Documentary,0.5,0.3,0.2,0.8,0.3
100,City Hall,Drama|Thriller,0.35,0.6000000000000001,0.35,0.39999999999999997,0.5
101,Bottle Rocket,Adventure|Comedy|Crime|Romance,0.7,0.65,0.5750000000000001,0.275,0.5499999999999999
102,Mr. Wrong,Comedy,0.9,0.7,0.8,0.2,0.6
103,Unforgettable,Mystery|Sci-Fi|Thriller,0.39999999999999997,0.6666666666666666,0.4000000000000001,0.16666666666666666,0.5666666666666667
104,Happy Gilmore,Comedy,0.9,0.7,0.8,0.2,0.6
105,The Bridges of Madison County,Drama|Romance,0.6000000000000001,0.4,0.44999999999999996,0.6499999999999999,0.35
106,Keiner liebt mich,Comedy|Drama,0.65,0.55,0.55,0.44999999999999996,0.44999999999999996
107,Muppet Treasure Island,Adventure|Children|Comedy|Musical,0.875,0.7,0.75,0.25,0.625
110,Braveheart,Action|Drama|War,0.43333333333333335,0.7000000000000001,0.3,0.26666666666666666,0.6333333333333333
111,Taxi Driver,Crime|Drama|Thriller,0.3333333333333333,0.6333333333333334,0.3666666666666667,0.3333333333333333,0.5
112,Hung fan kui,Action|Adventure|Comedy|Crime,0.6749999999999999,0.7750000000000001,0.525,0.125,0.675
113,Before and After,Drama|Mystery,0.35,0.45,0.3,0.55,0.35
114,Margaret's Museum,Drama,0.4,0.4,0.3,0.7,0.3
115,Le bonheur est dans le pré,Comedy,0.9,0.7,0.8,0.2,0.6
116,Anne Frank Remembered,Documentary,0.5,0.3,0.2,0.8,0.3
117,The Young Poisoner's Handbook,Crime|Drama,0.35,0.55,0.35,0.44999999999999996,0.4
118,If Lucy Fell,Comedy|Romance,0.8500000000000001,0.55,0.7,0.4,0.5
119,Steal Big Steal Little,Comedy,0.9,0.7,0.8,0.2,0.6
120,Race the Sun,Drama,0.4,0.4,0.3,0.7,0.3
121,The Boys of St. Vincent,Drama,0.4,0.4,0.3,0.7,0.3
122,Boomerang,Comedy|Romance,0.8500000000000001,0.55,0.7,0.4,0.5
123,Chung Hing sam lam,Drama|Mystery|Romance,0.5,0.43333333333333335,0.39999999999999997,0.5666666666666668,0.3666666666666667
124,L'uomo delle stelle,Drama,0.4,0.4,0.3,0.7,0.3
125,Flirting with Disaster,Comedy,0.9,0.7,0.8,0.2,0.6
126,The Neverending Story III,Adventure|Children|Fantasy,0.8000000000000002,0.6666666666666666,0.5666666666666668,0.2333333333333333,0.6
128,Jupiter's Wife,Documentary,0.5,0.3,0.2,0.8,0.3
129,Pie in the Sky,Comedy|Romance,0.8500000000000001,0.55,0.7,0.4,0.5
130,Angela's Ashes,Drama,0.4,0.4,0.3,0.7,0.3
131,Frankie Starlight,Drama|Romance,0.6000000000000001,0.4,0.44999999999999996,0.6499999999999999,0.35
132,The Curse of the Jade Scorpion,Thriller,0.3,0.8,0.4,0.1,0.7
134,Sonic Outlaws,Documentary,0.5,0.3,0.2,0.8,0.3
135,Down Periscope,Comedy,0.9,0.7,0.8,0.2,0.6
136,From the Journals of Jean Seberg,Documentary,0.5,0.3,0.2,0.8,0.3
137,Man of the Year,Documentary,0.5,0.3,0.2,0.8,0.3
139,Hard Target,Action|Drama,0.55,0.65,0.35,0.35,0.6
140,Up Close & Personal,Drama|Romance,0.6000000000000001,0.4,0.44999999999999996,0.6499999999999999,0.35
141,The Birdcage,Comedy,0.9,0.7,0.8,0.2,0.6
143,Gospa,Drama,0.4,0.4,0.3,0.7,0.3
144,The Brothers McMullen,Comedy,0.9,0.7,0.8,0.2,0.6
145,Bad Boys,Action,0.7,0.9,0.4,0.0,0.9
146,The Amazing Panda Adventure,Adventure|Children,0.8500000000000001,0.7,0.65,0.2,0.6499999999999999
147,The Basketball Diaries,Drama,0.4,0.4,0.3,0.7,0.3
148,An Awfully Big Adventure,Drama,0.4,0.4,0.3,0.7,0.3
149,The Moguls,Crime|Drama|Thriller,0.3333333333333333,0.6333333333333334,0.3666666666666667,0.3333333333333333,0.5
150,Apollo 13,Adventure|Drama,0.6000000000000001,0.6000000000000001,0.4,0.39999999999999997,0.5
151,Rob Roy,Action|Drama|Romance|War,0.525,0.625,0.37499999999999994,0.35,0.575
152,Basic Instinct 2,Drama|Horror,0.30000000000000004,0.65,0.3,0.39999999999999997,0.44999999999999996
153,Batman Forever,Action|Adventure|Comedy|Crime,0.6749999999999999,0.7750000000000001,0.525,0.125,0.675
154,Belle de jour,Drama,0.4,0.4,0.3,0.7,0.3
155,Beyond Rangoon,Adventure|Drama|War,0.46666666666666673,0.6666666666666666,0.3333333333333333,0.3,0.5666666666666667
156,Blue in the Face,Comedy|Drama,0.65,0.55,0.55,0.44999999999999996,0.44999999999999996
157,Canadian Bacon,Comedy|War,0.55,0.75,0.5,0.15000000000000002,0.6499999999999999
158,Casper,Adventure|Children,0.8500000000000001,0.7,0.65,0.2,0.6499999999999999
159,Clockers,Crime|Drama|Mystery,0.3333333333333333,0.5333333333333333,0.3333333333333333,0.4333333333333333,0.4000000000000001
160,Congo,Action|Adventure|Mystery|Sci-Fi,0.6,0.7250000000000001,0.425,0.125,0.65
161,Crimson Tide,Drama|Thriller|War,0.3,0.6666666666666666,0.3,0.3,0.5666666666666667
162,Crumb,Documentary,0.5,0.3,0.2,0.8,0.3
163,Desperado,Action|Romance|Thriller,0.6,0.7000000000000001,0.4666666666666666,0.2333333333333333,0.6666666666666666
164,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,0.275,0.575,0.35,0.30000000000000004,0.47500000000000003
165,Die Hard: With a Vengeance,Action|Crime|Thriller,0.43333333333333335,0.8000000000000002,0.4000000000000001,0.10000000000000002,0.6999999999999998
166,The Doom Generation,Comedy|Crime|Drama,0.5333333333333333,0.6,0.5000000000000001,0.3666666666666667,0.46666666666666673
167,Feast of July,Drama,0.4,0.4,0.3,0.7,0.3
168,First Knight,Action|Drama|Romance,0.6333333333333334,0.5666666666666668,0.4333333333333333,0.4333333333333333,0.5333333333333333
169,Free Willy 2: The Adventure Home,Adventure|Children|Drama,0.7000000000000001,0.6,0.5333333333333333,0.3666666666666667,0.5333333333333333
170,Hackers,Action|Adventure|Crime|Thriller,0.525,0.8,0.42500000000000004,0.1,0.7
171,Jeffrey,Comedy|Drama,0.65,0.55,0.55,0.44999999999999996,0.44999999999999996
172,Johnny Mnemonic,Action|Sci-Fi|Thriller,0.5333333333333333,0.8000000000000002,0.43333333333333335,0.03333333333333333,0.7333333333333334
173,Judge Dredd,Action|Crime|Sci-Fi,0.5333333333333333,0.7666666666666666,0.43333333333333335,0.06666666666666667,0.6666666666666666
174,Jury Duty,Comedy,0.9,0.7,0.8,0.2,0.6
175,Kids,Drama,0.4,0.4,0.3,0.7,0.3
176,Living in Oblivion,Comedy,0.9,0.7,0.8,0.2,0.6
177,Lord of Illusions,Horror,0.2,0.9,0.3,0.1,0.6
178,Love & Human Remains,Comedy|Drama,0.65,0.55,0.55,0.44999999999999996,0.44999999999999996
179,Mad Love,Drama|Romance,0.6000000000000001,0.4,0.44999999999999996,0.6499999999999999,0.35
180,Mallrats,Comedy,0.9,0.7,0.8,0.2,0.6
181,Mighty Morphin Power Rangers: The Movie,Action|Children,0.8,0.75,0.6000000000000001,0.15,0.75
182,Moonlight and Valentino,Drama|Romance,0.6000000000000001,0.4,0.44999999999999996,0.6499999999999999,0.35
183,Mute Witness,Comedy|Horror|Thriller,0.46666666666666673,0.8000000000000002,0.5,0.13333333333333333,0.6333333333333333
184,Nadja,Drama,0.4,0.4,0.3,0.7,0.3
185,The Net,Action|Crime|Thriller,0.43333333333333335,0.8000000000000002,0.4000000000000001,0.10000000000000002,0.6999999999999998
186,Nine Months,Comedy|Romance,0.8500000000000001,0.55,0.7,0.4,0.5
187,Party Girl,Comedy,0.9,0.7,0.8,0.2,0.6
188,The Prophecy,Fantasy|Horror|Mystery,0.39999999999999997,0.6666666666666666,0.3333333333333333,0.26666666666666666,0.5
189,The Reckless Moment,Comedy|Fantasy,0.8,0.6499999999999999,0.6000000000000001,0.25,0.55
190,Fail-Safe,Thriller,0.3,0.8,0.4,0.1,0.7
191,The Scarlet Letter,Drama|Romance,0.6000000000000001,0.4,0.44999999999999996,0.6499999999999999,0.35
193,Showgirls,Drama,0.4,0.4,0.3,0.7,0.3
194,Smoke,Comedy|Drama,0.65,0.55,0.55,0.44999999999999996,0.44999999999999996
195,Something to Talk About,Comedy|Drama|Romance,0.7000000000000001,0.5,0.5666666666666668,0.5,0.4333333333333333
196,Species,Horror|Sci-Fi,0.4,0.8,0.4,0.05,0.6
197,The Stars Fell on Henrietta,Drama,0.4,0.4,0.3,0.7,0.3
198,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,0.4333333333333333,0.6666666666666666,0.38333333333333336,0.2333333333333333,0.5666666666666668
199,Les parapluies de Cherbourg,Drama|Musical,0.65,0.55,0.6,0.55,0.44999999999999996
200,The Tie That Binds,Thriller,0.3,0.8,0.4,0.1,0.7
201,Three Wishes,Drama,0.4,0.4,0.3,0.7,0.3
202,Total Eclipse,Drama|Romance,0.6000000000000001,0.4,0.44999999999999996,0.6499999999999999,0.35
203,"To Wong Foo Thanks for Everything, Julie Newmar",Comedy,0.9,0.7,0.8,0.2,0.6
204,Under Siege 2: Dark Territory,Action,0.7,0.9,0.4,0.0,0.9
205,Unstrung Heroes,Comedy|Drama,0.65,0.55,0.55,0.44999999999999996,0.44999999999999996
206,Unzipped,Documentary,0.5,0.3,0.2,0.8,0.3
207,A Walk in the Clouds,Drama|Romance,0.6000000000000001,0.4,0.44999999999999996,0.6499999999999999,0.35
208,Waterworld,Action|Adventure|Sci-Fi,0.7000000000000001,0.8000000000000002,0.4666666666666666,0.03333333333333333,0.7333333333333334
209,White Man's Burden,Drama,0.4,0.4,0.3,0.7,0.3
210,Wild Bill,Western,0.5,0.6,0.4,0.7,0.5
211,The Browning Version,Drama,0.4,0.4,0.3,0.7,0.3
212,Bushwhacked,Adventure|Comedy|Crime|Mystery,0.575,0.675,0.5,0.225,0.5499999999999999
213,Utomlyonnye solntsem,Drama,0.4,0.4,0.3,0.7,0.3
214,Before the Rain,Drama|War,0.30000000000000004,0.6000000000000001,0.25,0.39999999999999997,0.5
215,Before Sunrise,Drama|Romance,0.6000000000000001,0.4,0.44999999999999996,0.6499999999999999,0.35
216,Billy Madison,Comedy,0.9,0.7,0.8,0.2,0.6
217,The Babysitters,Drama|Thriller,0.35,0.6000000000000001,0.35,0.39999999999999997,0.5
218,Boys on the Side,Comedy|Drama,0.65,0.55,0.55,0.44999999999999996,0.44999999999999996
219,The Cure,Drama,0.4,0.4,0.3,0.7,0.3
220,Castle Freak,Horror,0.2,0.9,0.3,0.1,0.6
222,Circle of Friends,Drama|Romance,0.6000000000000001,0.4,0.44999999999999996,0.6499999999999999,0.35
223,Clerks.,Comedy,0.9,0.7,0.8,0.2,0.6
224,Don Juan DeMarco,Comedy|Drama|Romance,0.7000000000000001,0.5,0.5666666666666668,0.5,0.4333333333333333
225,Disclosure,Drama|Thriller,0.35,0.6000000000000001,0.35,0.39999999999999997,0.5
226,Tucker: The Man and His Dream,Thriller,0.3,0.8,0.4,0.1,0.7
227,Drop Zone,Action|Thriller,0.5,0.8500000000000001,0.4,0.05,0.8
228,Destiny Turns on the Radio,Comedy,0.9,0.7,0.8,0.2,0.6
229,Death and the Maiden,Drama|Thriller,0.35,0.6000000000000001,0.35,0.39999999999999997,0.5
230,Dolores Claiborne,Drama|Thriller,0.35,0.6000000000000001,0.35,0.39999999999999997,0.5
231,Dumb & Dumber,Comedy,0.9,0.7,0.8,0.2,0.6
232,Yin shi nan nu,Comedy|Drama|Romance,0.7000000000000001,0.5,0.5666666666666668,0.5,0.4333333333333333
233,Exotica,Drama,0.4,0.4,0.3,0.7,0.3
234,Exit to Eden,Comedy,0.9,0.7,0.8,0.2,0.6
235,Ed Wood,Comedy|Drama,0.65,0.55,0.55,0.44999999999999996,0.44999999999999996
236,French Kiss,Action|Comedy|Romance,0.8000000000000002,0.6666666666666666,0.6000000000000001,0.26666666666666666,0.6333333333333333
237,Forget Paris,Comedy|Romance,0.8500000000000001,0.55,0.7,0.4,0.5
238,Far from Home: The Adventures of Yellow Dog,Adventure|Children,0.8500000000000001,0.7,0.65,0.2,0.6499999999999999
239,A Goofy Movie,Animation|Children|Comedy|Romance,0.8500000000000001,0.6,0.725,0.32499999999999996,0.5499999999999999
240,Hideaway,Thriller,0.3,0.8,0.4,0.1,0.7
241,Fluke,Children|Drama,0.65,0.5,0.55,0.5,0.44999999999999996
242,Farinelli,Drama|Musical,0.65,0.55,0.6,0.55,0.44999999999999996
243,Flash Gordon,Comedy,0.9,0.7,0.8,0.2,0.6
244,Gumby: The Movie,Animation|Children,0.8500000000000001,0.6499999999999999,0.75,0.25,0.6
245,The Glass Shield,Crime|Drama,0.35,0.55,0.35,0.44999999999999996,0.4
246,Hoop Dreams,Documentary,0.5,0.3,0.2,0.8,0.3
247,Heavenly Creatures,Crime|Drama|Fantasy|Romance|Thriller,0.5,0.5800000000000001,0.42000000000000004,0.38,0.4800000000000001
248,Houseguest,Comedy,0.9,0.7,0.8,0.2,0.6
249,Immortal Beloved,Drama|Romance,0.6000000000000001,0.4,0.44999999999999996,0.6499999999999999,0.35
250,Heavy Weights,Children|Comedy,0.9,0.6499999999999999,0.8,0.25,0.6
251,The Hunted,Action,0.7,0.9,0.4,0.0,0.9
252,I.Q.,Comedy|Romance,0.8500000000000001,0.55,0.7,0.4,0.5
253,Interview with the Vampire: The Vampire Chronicles,Drama|Horror,0.30000000000000004,0.65,0.3,0.39999999999999997,0.44999999999999996
254,Jefferson in Paris,Drama,0.4,0.4,0.3,0.7,0.3
255,The Jerky Boys,Comedy,0.9,0.7,0.8,0.2,0.6
256,Junior,Comedy|Sci-Fi,0.75,0.7,0.65,0.1,0.6
257,Just Cause,Mystery|Thriller,0.3,0.65,0.35,0.25,0.55
258,A Kid in King Arthur's Court,Adventure|Children|Comedy|Fantasy|Romance,0.82,0.6199999999999999,0.62,0.3,0.5599999999999999
259,Kiss of Death,Crime|Drama|Thriller,0.3333333333333333,0.6333333333333334,0.3666666666666667,0.3333333333333333,0.5
260,Star Wars,Action|Adventure|Sci-Fi,0.7000000000000001,0.8000000000000002,0.4666666666666666,0.03333333333333333,0.7333333333333334
261,Little Women,Drama,0.4,0.4,0.3,0.7,0.3
262,A Little Princess,Children|Drama,0.65,0.5,0.55,0.5,0.44999999999999996
263,Ladybird Ladybird,Drama,0.4,0.4,0.3,0.7,0.3
264,L'enfer,Drama,0.4,0.4,0.3,0.7,0.3
265,Como agua para chocolate,Drama|Romance,0.6000000000000001,0.4,0.44999999999999996,0.6499999999999999,0.35
266,Legends of the Fall,Drama|Romance|War|Western,0.47500000000000003,0.55,0.375,0.5249999999999999,0.475
267,Major Payne,Comedy,0.9,0.7,0.8,0.2,0.6
268,Little Odessa,Drama,0.4,0.4,0.3,0.7,0.3
269,Mi vida loca,Drama,0.4,0.4,0.3,0.7,0.3
270,Love Affair,Drama|Romance,0.6000000000000001,0.4,0.44999999999999996,0.6499999999999999,0.35
271,Losing Isaiah,Drama,0.4,0.4,0.3,0.7,0.3
272,The Madness of King George,Comedy|Drama,0.65,0.55,0.55,0.44999999999999996,0.44999999999999996
273,Frankenstein,Drama|Horror,0.30000000000000004,0.65,0.3,0.39999999999999997,0.44999999999999996
274,Man of the House,Comedy,0.9,0.7,0.8,0.2,0.6
275,Mixed Nuts,Comedy,0.9,0.7,0.8,0.2,0.6
276,Milk Money,Comedy|Romance,0.8500000000000001,0.55,0.7,0.4,0.5
277,Miracle on 34th Street,Drama,0.4,0.4,0.3,0.7,0.3
278,Miami Rhapsody,Comedy,0.9,0.7,0.8,0.2,0.6
279,My Family,Drama,0.4,0.4,0.3,0.7,0.3
280,Murder in the First,Drama|Thriller,0.35,0.6000000000000001,0.35,0.39999999999999997,0.5
281,Nobody's Fool,Comedy|Drama|Romance,0.7000000000000001,0.5,0.5666666666666668,0.5,0.4333333333333333
282,Nell,Drama,0.4,0.4,0.3,0.7,0.3
283,New Jersey Drive,Crime|Drama,0.35,0.55,0.35,0.44999999999999996,0.4
284,Nyû Yôku no koppu,Action|Crime,0.5,0.8,0.4,0.1,0.7
285,Beyond Bedlam,Drama|Horror,0.30000000000000004,0.65,0.3,0.39999999999999997,0.44999999999999996
286,Nemesis 2: Nebula,Action|Sci-Fi|Thriller,0.5333333333333333,0.8000000000000002,0.43333333333333335,0.03333333333333333,0.7333333333333334
287,Nina Takes a Lover,Comedy|Romance,0.8500000000000001,0.55,0.7,0.4,0.5
288,Natural Born Killers,Action|Crime|Thriller,0.43333333333333335,0.8000000000000002,0.4000000000000001,0.10000000000000002,0.6999999999999998
289,Only You,Comedy|Romance,0.8500000000000001,0.55,0.7,0.4,0.5
290,Once Were Warriors,Crime|Drama,0.35,0.55,0.35,0.44999999999999996,0.4
291,Poison Ivy II,Drama|Thriller,0.35,0.6000000000000001,0.35,0.39999999999999997,0.5
292,Outbreak,Action|Drama|Sci-Fi|Thriller,0.5,0.7,0.4,0.19999999999999998,0.625
293,Léon,Crime|Drama|Romance|Thriller,0.45,0.575,0.42499999999999993,0.4,0.47500000000000003
294,The Perez Family,Comedy|Romance,0.8500000000000001,0.55,0.7,0.4,0.5
295,A Pyromaniac's Love Story,Comedy|Romance,0.8500000000000001,0.55,0.7,0.4,0.5
296,Pulp Fiction,Comedy|Crime|Drama,0.5333333333333333,0.6,0.5000000000000001,0.3666666666666667,0.46666666666666673
297,The Pink Panther 2,Drama,0.4,0.4,0.3,0.7,0.3
298,Tui shou,Comedy|Drama,0.65,0.55,0.55,0.44999999999999996,0.44999999999999996
299,Priest,Drama,0.4,0.4,0.3,0.7,0.3
300,Quiz Show,Drama,0.4,0.4,0.3,0.7,0.3
301,Picture Bride,Drama|Romance,0.6000000000000001,0.4,0.44999999999999996,0.6499999999999999,0.35
302,La reine Margot,Drama|Romance,0.6000000000000001,0.4,0.44999999999999996,0.6499999999999999,0.35
303,The Quick and the Dead,Action|Adventure|Western,0.6666666666666666,0.7666666666666667,0.43333333333333335,0.26666666666666666,0.7000000000000001
304,Roommates,Comedy|Drama,0.65,0.55,0.55,0.44999999999999996,0.44999999999999996
